GameID,LeagueIndex,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
2405,5,25,6,300,107.7252,0.0010987839,0.0002560273,5,2.13356091316407e-05,0.0003520376,0.0038404096,29.3259,54.3111,4.7194,24,0.0009281,6,8.53424365265628e-05,4.2671e-05
2408,5,17,14,1000,122.3022,0.0020637806,0.0002579726,6,0.0,6.14220431428431e-05,0.0039555796,56.3863,55.6025,4.9596,23,0.0020269,6,0.0,2.4569e-05
2412,5,19,12,500,91.7808,0.0021092362,0.0001110124,3,8.8809946714032e-05,8.8809946714032e-05,0.0035079929,29.1465,52.8608,4.2911,14,0.0009103,4,0.0,0.0
2417,5,22,36,1200,99.9396,0.0051314113,0.000507243,8,0.000271316,0.0007195772,0.0034091445,38.9722,65.827,4.1765,20,0.00077856,8,0.0001769452,0.00024772
2421,4,19,16,600,73.3116,0.0007623113,0.0001143467,3,0.0,0.0007241958,0.0016008538,65.4634,67.4286,8.381,10,0.00076231,3,0.0,0.0
2433,4,19,20,600,108.4356,0.0021785921,0.0003412253,4,0.0,0.0005643341,0.00379285,31.1944,54.3391,5.0381,21,0.0011287,6,0.0,0.0
2441,6,18,20,650,124.7178,0.0057544757,0.0006393862,5,0.0002131287,0.0001217878,0.0024357569,46.1266,87.2,7.375,17,0.00066983,3,0.0,0.0
2442,2,18,2,200,78.2244,0.0019381047,0.0002170677,6,0.0,0.0005581742,0.0023257256,48.5638,86.24,5.5733,22,0.0018916,6,0.0,0.0
2444,4,26,18,936,102.1854,0.0032204515,0.0002988048,3,0.0,0.0001494024,0.0040172643,40.6307,51.9669,4.0207,14,0.00087981,6,0.0,0.0001328
2448,4,22,6,730,62.2398,0.0009156112,7.63009308713566e-05,2,0.0001526019,0.0002289028,0.003141055,42.065,58.332,3.5709,23,0.00080116,8,0.0,8.9018e-05
2449,2,20,16,450,56.5518,0.000305499,0.0001527495,2,0.0,0.000101833,0.0017566191,24.5882,78.6087,5.8986,5,0.00073829,2,0.0,0.0
2454,5,17,28,400,133.305,0.0079335426,0.0004857271,5,8.71817864793504e-05,0.0001245454,0.0039480895,27.4051,57.2114,4.3817,39,0.0011832,8,0.000137,4.9818e-05
2458,5,28,10,400,135.4368,0.0047746184,0.0006387997,6,7.37076590447487e-05,0.000188364,0.0051595361,37.9968,50.5143,4.0762,30,0.0010401,10,0.0001064666,4.9138e-05
2461,6,17,24,850,215.706,0.009833642,0.0006869363,5,4.48001911474822e-05,0.0005002688,0.0058090915,22.2445,35.5887,5.2481,36,0.0010976,10,0.0001344006,0.00044054
2465,4,18,28,500,95.0922,0.0016432687,0.0002028727,5,0.0002231599,0.0002637345,0.0025156212,31.9675,64.5806,6.4355,13,0.00062891,5,0.0,0.0
2472,3,18,10,300,99.705,0.002241594,0.0003009548,7,1.03777501037775e-05,0.0004877543,0.003569946,53.4111,63.314,4.7384,24,0.0010689,9,0.0001867995,5.1889e-05
2475,2,17,14,243,52.3722,0.0005541701,0.0002078138,2,3.46356331393738e-05,8.65890828484345e-05,0.002736215,75.9236,77.2152,3.3797,16,0.00067539,4,0.0,5.1953e-05
2476,4,25,12,280,95.754,0.0050440972,0.0004719171,6,0.0,8.50997988550209e-05,0.0031873743,46.4818,71.0485,4.0655,21,0.00051834,8,0.0,0.00027077
2478,6,18,20,700,173.2314,0.0073246473,0.0006244515,6,0.0,0.0002025248,0.0050631202,17.592,34.6933,4.91,18,0.00097887,4,0.0,0.0
2482,5,18,20,500,82.0194,0.0024417654,0.0003064978,3,0.0,0.000224765,0.0031058439,55.604,75.3026,4.2533,23,0.00073559,9,0.0002145484,0.00029628
2484,3,19,30,1000,99.207,0.0015825189,0.0001392617,2,0.0,5.06406036359953e-05,0.0034562212,42.3676,66.5201,4.9231,35,0.0011141,9,0.0001139414,0.00022788
2487,3,20,8,200,65.9718,0.0005280946,0.000290452,7,0.0,0.0001056189,0.003247782,55.4754,65.9187,3.5447,12,0.001241,4,0.0,0.0
2489,6,23,28,900,124.1148,0.0027866382,0.0004469137,4,0.0002716534,0.0005082548,0.0039784079,26.1898,48.3789,5.2489,29,0.00099898,9,0.0002103123,0.00021908
2499,3,20,20,400,119.1078,0.0028569396,4.74180852577173e-05,3,1.18545213144293e-05,0.0006519987,0.0038053013,25.8125,56.3614,5.0966,23,0.00042676,5,0.0,0.0
2518,5,19,20,730,136.7616,0.0030026598,0.0001142881,1,0.0,0.0001246779,0.0034390325,22.7273,56.423,6.565,18,0.00068573,5,0.0,0.0
2520,3,24,14,300,91.221,0.0011765984,0.0001991166,2,0.0001448121,0.0001991166,0.0026066179,34.9371,78.1944,6.1667,15,0.00072406,5,0.0,0.0
2522,5,19,16,730,183.4848,0.0049060718,0.0006080174,5,0.0002306273,0.000356424,0.0036271385,29.6047,38.0578,8.0289,20,0.00077575,3,0.0,0.0
2526,6,19,24,1000,132.9258,0.0028369776,0.0002471235,5,0.0,0.0002965482,0.0045866118,24.9762,45.1207,4.9052,20,0.00075126,7,0.0,0.0
2532,5,20,28,450,99.5286,0.0013599275,0.0001133273,3,3.7775763070414e-05,0.0002266546,0.0023420973,37.7049,62.1935,7.371,11,0.00083107,3,0.0,0.0
2533,1,24,10,300,54.045,0.0003717221,6.75858340091917e-05,3,1.68964585022979e-05,0.000185861,0.0021965396,63.2248,96.2462,4.5538,11,0.0004731,3,0.0,0.0
2538,5,22,6,200,76.611,0.0004995592,0.0003085513,3,8.81575080811049e-05,8.81575080811049e-05,0.0034969145,37.7215,60.521,4.0546,16,0.00049956,7,0.0,0.00019101
2539,5,21,16,780,103.1706,0.0019684058,0.0001744157,5,2.49165296257537e-05,0.0005979967,0.0032516071,44.8,60.3831,5.433,16,0.00056062,5,0.0,0.0
2540,5,25,14,730,112.9272,0.0011884889,0.0003810422,5,9.07243431557555e-06,2.72173029467267e-05,0.0039465089,23.6313,52.4874,5.1908,26,0.00063507,8,0.0,7.2579e-05
2545,5,21,16,400,173.0568,0.0079066681,0.0001105828,3,0.0,2.76456928010616e-05,0.0034004202,26.459,52.7154,7.2276,10,0.00055291,4,0.0,0.0
2557,2,21,14,250,82.374,0.0014873486,0.0004211168,7,0.0,0.000134399,0.0026431797,34.0136,75.1186,5.4136,17,0.00059136,7,0.0,8.0639e-05
2563,3,21,4,100,59.3184,0.0004824064,0.0002412032,0,0.0,9.93189557321226e-05,0.0024829739,60.5747,81.0743,4.2229,16,0.00035471,4,0.0,0.0
2579,4,24,14,700,79.2696,0.001232539,0.0003880215,4,4.56495937186159e-05,0.0002967224,0.0030128732,32.4275,72.303,4.6894,12,0.0005478,3,0.0,0.0
2584,4,21,4,100,66.3678,0.0012338549,0.0003150268,3,1.31261157198362e-05,0.0002756484,0.0027302321,46.7053,69.3462,4.2212,13,0.00094508,6,0.0,0.00018377
2618,2,22,20,700,94.0836,0.0008452192,0.0002113048,3,0.0,0.0004226096,0.0034865293,22.9313,59.7576,6.8636,17,0.00068674,2,0.0,0.0
2622,5,20,12,700,91.773,0.0037917432,0.0004930966,4,5.10099979596001e-05,8.50166632660001e-05,0.0035026865,26.9463,59.8447,4.0388,14,0.0012072,8,0.00010202,6.8013e-05
2626,3,29,10,366,72.7032,0.0008286588,0.000191229,4,0.0,0.000127486,0.0025072242,57.6752,64.7458,5.322,9,0.0016786,5,0.0,0.0
2633,4,18,8,500,154.7022,0.0021669411,0.0004911733,10,6.50082343763543e-05,2.16694114587848e-05,0.0048106093,21.8165,35.8018,5.5736,42,0.0010762,6,5.77850972234261e-05,0.0
2635,4,24,28,600,69.9984,0.002485712,0.0002152979,4,5.87176074532216e-05,0.0001174352,0.002485712,53.2063,67.685,4.3701,12,0.00046974,5,3.91450716354811e-05,0.00013701
2639,2,23,4,800,63.7386,0.0004831079,4.99766775504764e-05,1,0.0,0.0004997668,0.0018491371,53.6364,89.2613,6.4595,13,0.0011994,7,0.0,0.0
2642,6,19,14,600,129.6288,0.0026964561,0.0003326796,3,0.0001750946,0.0005077742,0.0051652893,35.3605,44.2576,3.9898,31,0.0019611,7,0.0,7.0038e-05
2644,5,24,6,700,72.459,0.000510124,9.81007691100298e-05,3,5.88604614660179e-05,5.88604614660179e-05,0.002295558,28.3448,82.8376,5.8803,17,0.00094177,5,0.0,0.00021582
2653,4,17,30,450,72.2124,0.0016920137,5.97181304243968e-05,2,0.0,0.0001990604,0.0025280675,55.9683,77.3543,4.7874,15,0.0011147,4,0.0,9.953e-05
2655,4,20,6,400,93.567,0.001805247,0.0002884122,1,5.34096735600752e-05,0.0003738677,0.0036532217,56.4575,59.6608,4.348,20,0.0017625,8,0.0002136387,0.00016023
2656,5,21,12,450,147.588,0.0048115158,0.0006097238,4,0.0001192938,0.0002518424,0.0047054769,40.678,47.2901,4.7268,29,0.0016038,7,0.0,0.0
2657,2,22,12,100,67.8552,0.0005996896,0.0001763793,3,8.81896430083251e-05,0.0004585861,0.0025751376,34.069,76.3014,4.7466,16,0.00074079,5,0.0,0.0
2673,5,28,20,730,111.5724,0.0021610153,0.0003143295,4,0.0001178736,0.0003437979,0.0041157518,45.1388,50.3866,4.7255,35,0.0015127,10,5.89367804801383e-05,2.9468e-05
2677,1,18,2,80,39.8712,4.32625749884633e-05,0.000100946,4,5.76834333179511e-05,5.76834333179511e-05,0.0026101754,62.1556,102.453,2.9282,12,0.00031726,5,0.0,0.0
2691,6,22,6,750,154.4874,0.0035922058,0.0002978902,6,3.50459101422864e-05,0.0009462396,0.0039251419,28.1435,50.2857,6.4509,20,0.0016997,7,0.0001051377,5.2569e-05
2694,5,18,10,300,111.1386,0.0045757072,0.0002773156,4,0.0,0.0006586245,0.0030504714,64.1379,67.1818,5.4659,24,0.00079728,3,0.0,0.0
2698,5,16,10,800,116.5392,0.0015504159,0.0001094411,5,0.0002188822,0.0002188822,0.0038577995,27.8863,57.6548,5.3144,21,0.00078433,6,0.0,0.0
2712,3,21,2,200,72.5712,0.0008144021,0.0001714531,4,0.0001071582,0.0001071582,0.0035147878,49.1534,62.9268,3.7561,13,0.00092156,4,0.0,0.0
2717,3,22,20,500,110.5272,0.0016965168,0.0001073745,2,1.07374479233776e-05,0.0004617103,0.0030172229,41.9857,73.3808,6.3559,17,0.0012133,6,0.0,0.0
2719,5,21,28,730,144.4626,0.0049495017,0.0003511471,4,3.34425790916995e-05,0.0002340981,0.0041134372,28.3265,47.4146,5.2846,18,0.00085279,5,0.0,0.0
2722,2,18,20,180,91.8954,0.0010237295,7.87484250314994e-05,0,2.62494750104998e-05,0.00049874,0.0029399412,36.0721,58.4643,5.4554,14,0.00094498,5,0.0,0.0
2723,4,18,8,650,209.8026,0.0088366319,0.0002556051,4,1.82575038340758e-05,3.65150076681516e-05,0.0052399036,16.4755,36.2369,5.8432,22,0.0016432,6,0.0,7.303e-05
2726,4,20,6,150,61.9542,0.0002745845,0.0001281394,2,0.0,0.0002928901,0.0035146811,39.7906,62.4792,3.3073,20,0.00060409,3,0.0,9.1528e-05
2727,2,20,12,400,103.2642,0.0008516658,7.21750678445638e-05,1,5.7740054275651e-05,0.0007650557,0.0029880478,39.3204,66.8599,6.2609,22,0.0014002,6,0.0,0.0
2729,2,24,10,60,71.7522,0.0016064257,0.0002162496,7,0.0,0.0002625888,0.0022706209,46.0274,87.9184,5.3537,28,0.0019771,5,0.0,0.0
2735,4,20,12,750,71.7912,0.0015422002,0.0001635667,4,0.00010515,0.0002336667,0.002827367,48.5643,81.2397,4.2934,17,0.00065427,8,0.0,0.0
2748,3,25,14,500,104.1798,0.0041282642,0.0004080261,3,4.80030721966206e-05,3.60023041474654e-05,0.0033602151,37.4337,67.7571,4.7714,24,0.0012961,4,0.0,0.0
2750,5,27,6,200,143.4288,0.0092911422,0.0005046307,2,5.93683210638803e-05,2.96841605319402e-05,0.0030574685,35.8824,54.7184,5.9515,15,0.0007421,4,0.0,0.00023747
2756,3,27,20,700,52.869,0.0003420909,0.0001596424,3,0.0,0.0002964787,0.0023034118,38.48,91.2871,4.2574,14,0.00057015,7,0.0,6.8418e-05
2758,6,21,24,730,155.502,0.0077816492,0.0008710801,7,4.35540069686411e-05,0.0003339141,0.0029761905,28.3922,54.1073,7.4,15,0.00062427,5,0.0,0.00029036
2759,3,22,16,800,85.2612,0.0019561969,0.0003342246,2,0.0,0.0001769424,0.0028703995,61.9931,77.9315,5.4692,33,0.00096335,10,0.0,0.0
2769,5,19,14,200,109.7646,0.0023382697,0.0002407042,4,3.43863188299482e-05,0.0003667874,0.0053986521,21.2511,42.879,3.4586,22,0.00097428,7,0.0,0.00041264
2773,4,18,8,400,72.1902,0.0005723443,9.8116169544741e-05,5,8.17634746206175e-05,0.0001635269,0.0026981947,24.9756,72.3394,4.9152,13,0.00065411,7,0.0,0.0
2780,4,27,8,500,97.842,0.0025618538,0.0002769572,3,0.0001384786,0.0002307976,0.0025849335,34.991,57.8214,5.9018,13,0.00078471,5,0.0,0.0
2787,6,16,28,1500,109.5564,0.0036789159,0.0007482541,10,6.23545061523113e-05,0.0008313934,0.0028059528,58.0,66.9926,6.0148,25,0.0012263,6,0.0,0.00033256
2788,6,17,20,1000,137.685,0.0018938273,0.0002071374,5,7.39776291649405e-05,0.0006066166,0.0034769486,27.9145,52.6809,6.6766,15,0.00073978,7,0.0,0.0
2813,3,18,6,200,52.9224,0.0008306305,0.0001384384,0,0.0,5.93307491495926e-05,0.0024918915,46.4,71.9683,3.7302,12,0.00088996,5,0.0,0.0
2817,5,29,28,1000,90.228,0.0014817042,0.0001073699,0,2.14739735440646e-05,0.0001717918,0.0026842467,50.6129,76.16,5.872,15,0.0010737,6,0.0,0.0
2824,6,21,12,1000,119.499,0.0020952443,6.4968814968815e-05,4,9.42047817047817e-05,0.000987526,0.0037746881,36.7235,53.3253,5.4191,36,0.00045803,10,3.24844074844075e-06,0.0
2825,4,19,8,120,50.838,0.0014128989,0.0003601507,0,5.54078014184397e-05,0.0001108156,0.0017453457,45.3548,84.5714,4.8095,13,0.0010805,4,0.0,2.7704e-05
2856,5,26,8,500,67.332,0.0020980926,0.0002179837,2,0.0,0.0003269755,0.0026975477,46.9796,78.0606,3.8687,12,0.00057221,4,0.0,2.7248e-05
2859,6,26,12,450,136.6296,0.0033382413,0.0004696385,5,5.07717303005686e-05,0.000939277,0.0039855808,34.8115,57.6178,5.4618,26,0.0019928,8,0.0,0.0
2867,5,20,20,70,98.4912,0.0025569906,0.0005092312,7,5.4173528646962e-05,6.50082343763543e-05,0.0036404611,33.1821,59.3929,4.5595,23,0.0011593,8,9.75123515645315e-05,0.00042255
2878,4,24,14,700,72.2544,0.0023989034,0.000561648,6,0.0001618308,0.0002475059,0.0025131369,47.6806,95.6818,4.6742,24,0.00070444,6,0.0,0.0
2885,3,17,8,125,87.4092,0.0007513148,0.0001878287,4,0.0,0.0005321813,0.0031304783,45.2121,84.76,4.96,9,0.00081392,3,0.0,0.0
2888,5,19,24,800,158.0754,0.0049663184,0.0005155348,4,0.000103107,0.0009623316,0.0043992301,19.4353,38.7031,5.6836,22,0.0018731,7,0.0,0.0
2889,4,16,4,1000,118.3608,0.0054570913,0.0004891242,5,0.0,6.71346913722331e-05,0.0028676104,36.094,79.6923,6.1438,25,0.00059462,5,0.0,0.0
2895,3,26,10,1000,72.9042,0.0032885121,0.0001339764,2,0.0001096171,0.0001461561,0.00261863,51.0467,78.9023,4.1349,17,0.00064552,6,0.0,0.0
2899,5,19,14,1000,130.7874,0.0008727544,8.82560602494705e-05,5,8.82560602494705e-05,0.0006177924,0.0037165608,32.0741,45.4776,6.3588,19,0.0013631,7,5.8837373499647e-05,8.8256e-05
2904,3,22,20,800,77.5146,0.0016773629,0.0003524893,5,4.86192143134967e-05,0.0004497277,0.0029779269,34.6066,80.1633,4.4245,15,0.00069282,5,0.0001093932,6.0774e-05
2905,5,25,14,400,88.4334,0.0017264001,0.000362544,4,0.000103584,0.000586976,0.0020198881,31.931,84.6154,7.6581,10,0.0011049,6,8.63200055244804e-05,0.00015538
2912,4,28,8,600,63.6066,0.0012070353,0.0004454535,2,0.0002730199,0.0007472123,0.0025002874,47.3064,86.9195,4.5115,16,0.00086217,7,0.0,0.00017243
2923,5,27,6,600,107.7972,0.0026882868,0.0005013868,2,9.60102410923832e-05,5.33390228291018e-05,0.0026562833,52.0161,66.0884,7.3936,23,0.0010028,8,0.000106678,0.0
2925,6,17,14,750,161.6112,0.0056718898,0.00063021,6,7.16147698301298e-05,0.0003222665,0.0045117305,29.2146,41.473,5.6143,31,0.00065886,9,0.0,0.00015039
2928,4,20,6,200,80.8956,0.001528311,0.0003634398,7,1.86379393894211e-05,0.0007641555,0.0035691654,54.5445,56.3864,3.893,34,0.00063369,7,0.0,0.00012115
2932,5,22,6,300,146.9736,0.006694797,9.96743969698983e-05,0,6.64495979799322e-05,0.0003654728,0.0044853479,31.3309,44.8,4.5889,21,0.0012625,4,0.0,0.0
2938,4,24,10,800,126.9336,0.0039393096,0.0005011136,3,1.39198218262806e-05,0.0005011136,0.0048858575,23.8171,50.1425,4.0912,23,0.0010301,8,0.0,9.7439e-05
2944,4,24,10,336,83.2626,0.0016745469,0.0004268453,1,3.28342526924087e-05,0.0001970055,0.0023312319,32.2857,72.169,6.2535,11,0.00075519,3,0.0,0.0
2947,4,18,2,400,73.7772,0.0002485337,4.97067302912814e-05,2,0.0,2.48533651456407e-05,0.0027835769,57.009,60.1071,5.0089,14,0.00082016,3,0.0,0.0
2949,5,16,10,800,151.8942,0.0083420619,0.0004489002,4,0.000112225,0.0004489002,0.003104893,26.439,47.759,6.6988,12,0.00101,3,0.0,0.0
2952,5,17,8,300,61.1094,0.0011471519,0.0003461234,5,0.0002076741,0.0002373418,0.0027788766,39.9286,90.6619,3.7473,19,0.00060324,5,0.0,0.0
2953,3,17,24,600,69.7362,0.0012580539,0.0003174529,6,8.23025913558764e-05,5.87875652541974e-05,0.002727743,37.4892,78.9655,4.4181,17,0.00087006,6,8.23025913558764e-05,5.8788e-05
2954,4,22,6,800,106.2234,0.0027815285,0.0004185795,4,0.0,0.0006616257,0.0029300567,49.1111,62.5069,6.0415,23,0.0013773,9,6.75128274372131e-05,0.00012152
2958,3,16,6,200,91.3188,0.0008968027,0.0001299714,5,2.59942812581232e-05,0.0006628542,0.0026644138,34.549,74.6732,6.3512,27,0.0012867,7,0.0001949571,0.00027294
2962,5,19,12,800,149.9052,0.0039890421,0.000384486,2,4.80607487864661e-05,0.0003003797,0.004878166,41.521,43.931,4.6847,23,0.0014058,6,0.0002042582,0.00012015
2963,5,25,12,700,105.0456,0.0015604027,0.0004781879,8,5.87248322147651e-05,0.0002181208,0.0034815436,23.7295,61.2048,5.3663,22,0.0007802,6,0.0,0.0
2973,4,18,10,500,113.2068,0.0040783687,0.0006897241,6,8.99640143942423e-05,0.0006397441,0.0037485006,40.3529,61.1307,4.6987,23,0.0013894,8,0.000109956,1.9992e-05
2974,2,16,24,900,82.5966,0.0022040563,0.0004139073,1,3.10430463576159e-05,0.0004346026,0.0026903974,56.6486,75.9385,5.1231,24,0.00056912,6,0.0,3.1043e-05
2977,4,25,6,250,91.7862,0.0015333805,0.0003341983,2,0.0,0.0003145396,0.0031650547,44.1,68.6957,5.1304,22,0.0014547,6,0.0,0.00013761
2978,2,19,4,24,70.1142,0.0005732484,6.36942675159236e-05,2,0.0,0.0,0.002462845,63.0957,73.5517,5.2328,16,0.00080679,5,0.0,8.4926e-05
2982,5,24,16,1000,121.848,0.0033100198,0.0005142686,4,0.0001215544,0.0003085612,0.0046938699,38.3633,47.5857,4.3327,23,0.001309,9,0.0,8.4153e-05
2985,6,16,0,365,86.1174,0.0003965107,0.0003304256,3,0.0,0.0001982554,0.002544277,54.3158,66.026,6.1299,11,0.0019165,4,0.0,0.0
2988,1,18,24,900,46.5588,0.0004204962,0.0001651949,3,1.50177209106746e-05,7.5088604553373e-05,0.0022226227,42.0136,95.027,3.8108,13,0.00058569,5,0.0,0.00010512
2989,2,16,20,100,53.5938,0.0017699374,0.0002047861,2,2.92551635363642e-05,1.46275817681821e-05,0.0027061026,65.0217,84.3459,3.1405,11,0.00083377,4,0.0,0.0
3007,4,23,6,150,133.5432,0.0027829314,0.0003546873,6,0.0001909855,0.0004638219,0.0036969333,33.0074,60.4871,5.9557,21,0.0013915,7,0.0,0.0
3012,2,18,28,690,94.2102,0.0019753297,0.0005684402,3,0.0,0.0002700091,0.0023590268,62.9333,72.1205,6.8072,17,0.00092372,6,0.0,0.0
3014,5,24,6,300,101.7954,0.0031418011,0.0005376344,3,5.04032258064516e-05,0.0007056452,0.003125,46.3784,63.4409,5.0645,18,0.00062164,6,0.0,8.4005e-05
3015,5,18,8,120,58.101,0.0016602204,0.0001641976,5,2.7366270159819e-05,9.12209005327301e-06,0.003648836,69.2632,62.75,2.7675,18,0.00040137,11,0.0,0.0
3020,6,24,24,700,87.3768,0.0023314964,0.0006491098,7,1.32471386180585e-05,0.0001457185,0.0039741416,29.1639,61.16,3.6167,18,0.0014439,7,0.0,0.00042391
3023,4,18,2,300,105.609,0.0025003349,0.0003906773,3,2.23244184488994e-05,0.0006027593,0.0029021744,30.9653,76.6615,5.9308,21,0.00053579,4,0.0,0.0
3024,4,21,16,500,96.3294,0.0047870404,0.0002366218,6,0.0001638151,0.00010921,0.0026574445,43.8897,81.9178,5.1164,15,0.0011103,4,0.0,0.0
3025,3,28,8,320,56.9916,0.0008441943,0.0004887441,6,4.44312796208531e-05,0.0001332938,0.0028732227,36.9948,74.1031,3.433,12,0.00078495,4,0.0,0.0
3033,3,25,8,400,48.4512,0.0010055616,0.0001738008,4,0.0,0.0003227729,0.0024332108,46.7282,82.5714,3.5255,23,0.00062072,6,0.0,6.2072e-05
3044,1,20,10,20,48.1542,0.001958751,0.0004896878,1,0.0001008181,0.0003456619,0.0025204517,54.8506,101.0971,2.9657,12,0.00048969,7,0.0,0.00011522
3046,5,20,8,730,109.7706,0.0024842037,0.0004455365,4,1.35011070907814e-05,0.0005130421,0.0030917535,20.4211,61.0306,6.1397,15,0.0010531,5,0.0,0.00022952
3049,3,19,20,750,100.1742,0.0005656943,0.0001106793,2,2.4595405578238e-05,0.0010207093,0.0032834866,56.9023,65.8427,5.5618,24,0.0010945,7,0.0,0.0
3053,4,22,30,500,75.114,0.002160804,0.0001842546,6,1.6750418760469e-05,8.37520938023451e-05,0.0029480737,69.0286,60.9318,4.1932,15,0.00051926,4,0.0,0.0
3054,6,16,20,650,88.6158,0.0020716188,0.0003534905,7,0.0001808556,8.22070961165368e-05,0.0044145211,38.7836,53.2216,3.3371,34,0.00094538,7,0.0,0.0
3058,4,30,12,800,58.0584,0.0006862179,0.0001444669,3,0.0,0.0,0.0024920543,57.0588,102.8986,4.2174,7,0.00072233,4,0.0,3.6117e-05
3061,1,18,8,150,84.5352,0.0023547881,0.0001605537,4,3.56786071071785e-05,0.0001962323,0.0032467532,68.1989,63.5824,4.2198,22,0.00067789,5,0.0,0.0
3062,3,21,8,150,93.0348,0.0021768335,0.0002363419,7,1.24390486615584e-05,0.0004478058,0.0038063489,32.3279,57.634,3.9641,28,0.00094537,9,6.21952433077918e-05,9.9512e-05
3070,4,18,12,400,85.224,0.0012381568,0.0005517873,4,0.0,2.6916451335056e-05,0.0029473514,31.5229,58.5388,5.0868,13,0.00043066,6,0.0,0.00028262
3074,6,21,28,1155,149.2314,0.0080386882,0.0002989154,7,0.0001921599,0.0003736442,0.0038752242,41.2376,51.9339,5.157,25,0.00097147,7,0.0,0.0
3082,3,16,24,500,74.0214,0.0003493246,8.31725331026682e-05,0,3.32690132410673e-05,0.0003160556,0.003709495,43.3333,60.5202,3.5426,20,0.00074855,7,0.0,0.0
3090,3,24,28,360,189.465,0.0078999342,0.0006949016,8,0.0,3.65737692926633e-05,0.0037853851,21.8641,49.1401,7.2657,11,0.0012618,3,0.0,0.0
3095,4,24,28,1000,132.9432,0.0053623053,0.0005129162,3,2.3314370978271e-05,0.0001165719,0.0032640119,30.8777,61.6571,6.1357,11,0.00074606,4,0.0,0.0001632
3103,6,26,8,300,120.1956,0.0017121163,0.0003659959,6,0.0001240664,0.0002729461,0.0058373241,30.6936,43.3539,3.5569,30,0.00061413,6,0.0,0.0
3104,1,16,20,20,103.0962,0.0006593918,0.0002327265,5,0.0,0.0,0.0029090815,56.0,70.7733,6.5289,29,0.00090505,6,0.0,0.0
3105,3,21,24,600,61.4232,0.0023081362,0.0003661947,0,0.0001886457,0.0004216787,0.002319233,50.25,94.1053,4.1053,17,0.00063252,8,0.0,0.0
3110,4,29,10,520,52.7208,0.0010651761,0.0001371019,4,0.0,9.49166842438304e-05,0.0025416579,69.0333,80.6971,3.5436,26,0.00093862,9,0.0,6.3278e-05
3114,2,19,28,200,46.8024,0.001016352,0.0001580992,3,0.0,6.7756798265426e-05,0.0026651007,75.1111,89.2542,2.9492,9,0.00042913,5,0.0,0.0
3116,5,29,4,500,90.7992,0.00467762,0.0004923811,2,0.0,0.0002461905,0.0031616046,53.7942,61.9344,4.0164,23,0.00085519,7,0.0001036592,0.00014253
3117,4,16,24,300,109.1106,0.0025404065,0.0005700912,7,0.0002700432,0.000300048,0.0033205313,19.142,66.9639,5.7199,24,0.00084013,8,0.0,0.0
3120,4,23,24,1260,100.0632,0.0039582897,0.0004184976,2,3.48747994699031e-05,0.0002964358,0.0034002929,46.4742,61.7641,4.4615,30,0.00097649,6,0.0,0.000279
3122,3,25,4,200,81.8118,0.0007211656,0.0001344546,2,0.0,4.88925829951596e-05,0.0027135384,37.629,66.3604,5.527,16,0.00050115,6,0.0,0.0
3123,4,25,4,110,66.3702,0.0030864198,0.0005189555,5,0.0,0.0002731345,0.002430897,59.7727,82.1124,3.9438,14,0.00092866,5,0.0,0.00016388
3125,7,21,8,400,157.6344,0.0085521723,0.0006981365,9,1.34257021642232e-05,0.0005773052,0.0046587187,22.4855,48.5764,4.513,25,0.00071156,6,0.0,0.0
3127,3,21,6,235,111.5712,0.0037019941,0.0002769572,2,0.0002031019,0.0006185377,0.0041912851,41.3687,57.1982,4.2775,35,0.00083087,7,0.0,0.0
3131,4,20,8,600,93.4368,0.0019906084,0.0004338506,2,0.0001531237,0.0002934871,0.0028710698,39.8036,68.64,5.4711,28,0.00098254,8,6.38015516537362e-05,0.00014036
3132,5,17,10,800,82.1292,0.0015969163,0.0003028634,4,5.50660792951542e-05,0.0004680617,0.0025055066,26.0444,70.1538,5.6703,13,0.00090859,4,0.0,5.5066e-05
3144,5,21,12,600,129.0774,0.0072628881,0.0002237865,4,0.0001118932,0.0001220653,0.0041400496,35.6355,53.7396,4.3857,25,0.0010172,7,0.0,0.0
3146,1,25,8,60,53.0832,0.0009749612,0.0002769776,2,0.0,0.0002215821,0.0031132285,62.9429,72.6406,3.0498,26,0.00078662,6,0.0,6.6475e-05
3147,2,16,16,300,74.5758,0.001036648,0.0002863123,6,0.0,8.88555406366006e-05,0.0041169734,45.8846,64.9017,3.3046,15,0.00052326,7,0.0,0.0
3152,1,19,10,50,87.0408,0.0053314424,0.0003414224,3,0.0,0.0001838428,0.0033616977,46.0787,71.1562,3.375,17,0.00044648,3,0.0,0.0
3155,4,18,14,500,151.278,0.0040571623,0.0005004898,0,1.06487200238531e-05,0.0,0.0044192188,40.0193,52.694,5.5205,29,0.001182,7,0.0001277846,0.00022362
3164,5,27,8,1200,77.034,0.0012974915,0.0001996141,4,1.66345066205336e-05,0.0006487458,0.0023620999,36.4539,83.2676,5.162,14,0.00051567,5,0.0,0.0
